,url,domain_appearances,title_contains_domain,link_ratio,has_forms,form_landing,num_images,num_links,num_iframes,num_subdomain_level,has_sensitive_word,num_terms_in_title,max_dom_depth,dom_node_count,status
0,http://t4fe54tgr.liveblog365.com/,0,0,0,0,0,0,0,0,1,0,0,4,10,phishing
1,https://sentinel-288bb.firebaseapp.com/,0,0,0,0,0,0,0,0,1,0,2,4,24,phishing
2,https://metasupport1000759136.firebaseapp.com/,0,0,0,0,0,0,0,1,1,0,9,4,9,phishing
3,https://jflex.de/,23,1,0,0,0,2,28,0,0,0,9,11,116,benign
4,https://ecatts.com/,7,1,0.083333333,0,0,13,12,0,0,0,6,17,110,benign
5,https://pub-2eb6772d921d4e96972adb8c21a73705.r2.dev/index.html,0,0,0,0,0,0,0,0,2,0,1,4,10,phishing
6,https://new.express.adobe.com/webpage/7Axg1QimDlBdj,1,1,0,0,0,0,0,0,2,0,2,5,41,phishing
7,https://quantiacs.com/,1,1,0,0,0,0,0,0,0,0,12,5,28,benign
8,https://new.express.adobe.com/webpage/wQ65cuOm4psb9,1,1,0,0,0,0,0,0,2,0,2,5,41,phishing
9,https://cloudflare-ipfs.com/ipfs/bafybeib5mhxj34mbgdk7n7ycprppr5fhgkfr7gjbsvegdeylkqubahjujq,0,0,0,0,0,0,0,0,0,0,2,10,50,phishing
10,https://new.express.adobe.com/webpage/vUhQoqGZWmlx3,1,1,0,0,0,0,0,0,2,0,2,5,41,phishing
11,https://yahoo-106211.weeblysite.com/,0,0,0,0,0,0,0,0,1,0,3,8,59,phishing
12,https://f0e64646.5b947268055fa71d8a766191.workers.dev/,0,0,0,1,0,1,0,0,2,0,3,8,24,phishing
13,https://www.vmos.com/,8,1,0.058823529,0,0,16,17,0,1,0,10,11,144,benign
14,http://mail.fakeserhelpsreivew-facesonseriengoies-16836.io.vn/,0,0,0,1,0,1,39,0,2,0,1,11,288,phishing
15,https://westincp.web.app/,0,0,0,0,0,3,1,0,1,0,0,22,147,phishing
16,https://pub-9536cb32fa0a4eaa996b3cf4e2817c25.r2.dev/blv.html,0,0,0,1,0,2,0,1,2,0,1,15,83,phishing
17,https://macmillan.com/,8,1,0,0,0,3,3,0,0,0,7,11,40,benign
18,https://kaiweihua06.com/,1,0,0.011764706,0,0,21,170,0,0,0,5,13,400,benign
19,https://fjjlaf.com/,2,0,0.009389671,1,0,23,213,0,0,0,2,15,436,benign
20,https://www.preventconnect.org/,6,1,0.729166667,1,0,7,48,0,1,0,12,15,339,benign
21,https://cztcgdzz.com/,1,0,0.010526316,0,0,21,190,0,0,0,4,13,408,benign
22,https://trococap.com/,1,0,0,0,0,2,5,0,0,0,3,10,36,benign
23,https://wlxxzsc.com/,1,0,0.010989011,0,0,21,182,0,0,0,4,13,400,benign
24,https://hcganggou.com/,0,0,0,1,0,72,118,0,0,0,1,12,518,benign
25,https://www.sarojhospital.com/css/ii/Post/post/Swiss_Post.Home-page/Seleccione_medio_de_pago.php,2,0,0.742574257,0,0,19,102,1,3,0,2,14,459,phishing
26,https://www.webnode.com/hr/,9,0,0.683544304,0,0,13,86,1,1,0,7,16,442,benign
27,https://docs.google.com/presentation/d/e/2PACX-1vRvMFhl-w-MXSNqGx6WUc2HsnnJVmpjrv9NLydFmm3s8rdhsOfEVY-Pdy5Nd9Z46lDCRJqy1ZyrMVv_/pub?start=1&amp;loop=0&amp;delayms=1000,1,1,0,0,0,0,0,0,1,0,4,7,47,phishing
28,https://www.sheltonstate.edu/,1,0,0.645833333,1,1,31,144,2,1,0,2,17,692,benign
29,https://thedeepblueseamovie.com/,0,0,0.88034188,1,1,14,118,0,0,0,12,23,710,benign
30,https://www.theeword.co.uk/,4,1,0,1,0,43,53,1,2,0,11,13,404,benign
31,https://pggood.pages.dev/,0,0,0,0,0,15,16,0,1,0,8,12,252,benign
32,https://hzczrhs.com/,1,0,0.010582011,0,0,21,189,0,0,0,5,13,417,benign
33,https://hyundaikudus.com/,0,0,0.64516129,0,0,18,62,1,0,0,11,21,486,benign
34,https://www.saltiegirl.com/,0,0,0.043478261,1,0,4,69,0,1,0,9,14,456,benign
35,https://www.paperrater.com/,7,1,0,0,0,15,50,1,1,0,11,13,250,benign
36,https://botsfor.no/,3,1,0.981132075,0,0,13,53,0,0,0,1,16,255,benign
37,https://realengineeringlaw.com/,2,0,0.010416667,0,0,21,192,0,0,0,4,13,430,benign
38,https://bafybeibdmimzwjbtoe4ks377uo7rudyeq3g3jgqo4yxlhcvgttcm5figdu.ipfs.cf-ipfs.com/,0,0,0,0,0,3,0,1,2,0,1,9,52,phishing
39,https://www.romanticasheville.com/,2,0,0.048076923,1,0,17,210,0,1,0,5,29,771,benign
40,https://pub-1a3a14c1e48e4021816d1d96578a9031.r2.dev/login.htm,0,0,0,1,0,5,7,0,2,1,1,14,343,phishing
41,https://sevcableport.ru/ru,0,0,0,0,0,18,29,1,0,0,2,17,422,benign
42,https://www.cnic.es/,19,1,0.184,1,0,35,126,0,1,0,1,15,532,benign
43,https://wenzhuang120.com/,2,0,0.009803922,0,0,21,204,0,0,0,2,13,443,benign
44,https://zoalons.cn/,2,0,0.011976048,1,0,21,167,0,0,0,5,14,448,benign
45,https://cancer.org.il/,0,0,0,0,0,66,310,1,1,0,5,17,1171,benign
46,https://ccs.ca/,45,0,0.682819383,1,1,11,227,1,0,0,3,23,907,benign
47,https://www.dakwatuna.com/amp/,3,1,0.888888889,1,1,0,126,0,1,0,1,13,505,benign
48,https://www.ilmateenistus.ee/,0,0,0.929166667,1,1,45,245,0,1,0,3,16,850,benign
49,https://civilprotection.gov.gr/,58,1,0.110294118,1,0,81,136,1,1,0,8,17,1027,benign
50,https://www.guttmann.com/ca,34,1,0.02247191,1,0,20,179,1,1,0,6,36,989,benign
51,https://www.redbull.com/br-pt/,0,0,0.128205128,0,0,25,39,0,1,0,11,29,670,benign
52,https://philindex.org/,0,0,0.893617021,0,0,24,48,0,0,0,8,18,352,benign
53,https://mantisbt.org/,8,0,0,0,0,6,26,0,0,0,3,15,192,benign
54,https://www.marlinwire.com/,0,0,0.879581152,0,0,31,199,1,1,0,12,19,788,benign
55,https://dowlatow.pro/,0,0,0.15,1,1,12,24,6,0,0,5,21,743,benign
56,https://shxunshi.com/,2,0,0.014388489,1,0,21,139,0,0,0,3,15,381,benign
57,https://setjkfgspgw18.weebly.com/,0,0,0,1,0,2,5,0,1,0,1,33,157,phishing
58,https://bigcatrescue.org/,1,0,0.5,1,1,7,32,2,0,0,14,21,381,benign
59,https://customer-notice-f8362.web.app/,0,0,0,0,0,0,0,0,1,0,2,4,15,phishing
60,https://att-login560.weeblysite.com/,0,0,0,0,0,0,0,0,1,1,3,8,59,phishing
61,https://www.aguttes.com/,34,1,0.056701031,1,0,56,195,2,1,0,5,19,1096,benign
62,https://expats-paris.com/,1,0,0.590909091,1,1,18,90,0,0,0,4,23,1201,benign
63,https://osqwsf33.com/,2,0,0.01242236,1,0,21,161,0,0,0,2,15,446,benign
64,https://www.everynookandcranny.net/,1,0,0.810126582,1,1,14,79,0,1,0,6,24,747,benign
65,https://www.inaap.org/,9,0,0.888888889,1,0,21,82,1,1,0,10,53,1084,benign
66,https://geosf.ru/,1,0,0.232876712,1,0,38,74,2,0,0,11,20,775,benign
67,https://www.ecfs.org/,10,0,0.876923077,1,1,26,65,1,1,0,4,23,767,benign
68,https://listenup.com/,7,1,0.023255814,1,0,41,560,0,0,0,9,24,2209,benign
69,https://www.picodi.com/,31,1,0.677419355,0,0,23,31,1,1,0,9,10,300,benign
70,https://cgxuk.co.uk/,0,0,0.756626506,1,1,40,417,0,1,0,15,29,2077,benign
71,https://nmt.edu/,11,0,0.006756757,1,0,41,148,0,0,0,9,13,609,benign
72,https://www.malverngazette.co.uk/,0,0,0.022123894,1,0,61,226,0,2,0,11,16,1260,benign
73,https://attmailaccount22.weebly.com/,0,0,0,1,0,3,5,0,1,1,2,33,157,phishing
74,https://d837589c.poczta.pages.dev,0,0,0,1,0,1,0,1,2,0,1,14,62,phishing
75,https://www.cocoandeve.com/,3,0,0,1,0,43,136,1,1,0,13,16,851,benign
76,https://www.nobroker.in/,5,0,0.012765957,0,0,17,942,1,1,0,11,17,2402,benign
77,https://www.nkt.com/,20,1,0.1,1,0,22,93,1,1,0,15,18,938,benign
78,https://docs.google.com/presentation/d/e/2PACX-1vRNS86hNc53Pv1vnFrpPYUzxGQW4-g9J6e9n6OwfBLbwMThVIM4k48ofFTRhQ_5P554M9eIuMFn41Ry/pub?start=0&amp;loop=0&amp;delayms=3000,1,1,0,0,0,0,0,0,1,0,4,7,47,phishing
79,https://backlightblog.com/,0,0,0.666666667,1,1,29,187,1,0,0,8,26,943,benign
80,https://mycustomneckties.com/,0,0,0,0,0,0,0,0,0,0,0,4,3,benign
81,https://djdataroom.com/,3,1,0.931818182,1,1,12,44,0,0,0,6,13,237,benign
82,https://congrebas.com/,2,1,0.992840095,1,1,0,419,0,0,0,2,16,2942,benign
83,https://drainguysusa.com/,0,0,0.686868687,0,0,38,99,3,0,0,9,19,1031,benign
84,https://www.hushykke.com/,2,1,0.220735786,1,1,75,299,0,1,0,1,20,1102,benign
85,https://nextsugardaddy.com/,1,0,0.6,0,0,10,35,0,0,0,15,19,278,benign
86,https://www.bonuscasinossites.net/,4,1,0.882550336,1,1,62,298,0,1,0,10,14,1140,benign
87,https://www.solarisgroup.com/en/,0,0,0,1,0,52,120,0,1,0,8,24,1286,benign
88,https://www.austin360photography.com/,2,0,0.40952381,1,0,87,105,4,1,0,8,24,1306,benign
89,https://laxwe.com/,9,1,0,0,0,127,516,0,0,0,20,13,1853,benign
90,https://lesdiplomates-53800.web.app/,0,0,0,0,0,0,0,0,1,0,3,4,12,phishing
91,https://www.rentescortdolls.com/,2,0,0.202020202,0,0,39,100,1,1,0,11,16,711,benign
92,https://cards.barclaycardus.com/,0,0,0.289473684,0,0,18,40,0,1,0,4,14,303,benign
93,https://www.theleys.net/,6,0,0.849514563,0,0,10,206,0,1,0,3,12,652,benign
94,https://51qiantech.com/,2,0,0.010752688,0,0,22,186,0,0,0,2,13,373,benign
95,https://rosedalekb.com/,15,1,0.810344828,1,1,38,58,0,0,0,8,24,779,benign
96,https://authentification--2154.hubside.fr/,1,0,0,0,0,1,9,1,1,0,1,18,138,phishing
97,https://new.express.adobe.com/webpage/7wUOjs0CHgQPl,1,1,0,0,0,0,0,0,2,0,2,5,41,phishing
98,https://scaramangashop.co.uk/,0,0,0.003412969,1,0,659,293,0,1,0,8,23,4013,benign
99,https://fnotfeu.cn/,2,0,0.0125,0,0,21,160,0,0,0,2,15,384,benign
100,https://vbnxz.pages.dev/,0,0,0,0,0,1,2,0,1,0,3,6,22,phishing
101,https://www.espatial.com/,76,0,0.666666667,1,0,63,135,0,1,0,10,23,1285,benign
102,https://liliangshan.com/,2,0,0.010989011,1,0,21,182,0,0,0,4,14,460,benign
103,https://hr-home.co.uk/,0,0,0,0,0,0,0,0,1,0,0,4,10,benign
104,https://mztzs.com/,0,0,0.00243309,1,0,240,411,0,0,0,1,12,2203,benign
105,https://gobiztech.com/,0,0,0,0,0,0,0,0,0,0,0,4,10,benign
106,https://www.srilankabusiness.com/,0,0,0.457627119,1,0,287,363,1,1,0,10,21,2072,benign
107,https://bafybeidkgvxcgb4w6ntqytfk7wn72kvux64fpfu5pol2opdeub7zgawe5m.ipfs.cf-ipfs.com/fld1.html,0,0,0,1,0,1,1,0,3,0,2,10,42,phishing
108,https://nameserveroutomatecoservationdamainservice4.pages.dev/,0,0,0,1,0,1,0,1,1,0,2,9,35,phishing
109,https://www.zayedinternationalairport.ae/en/,0,0,0.065420561,0,0,55,132,1,1,0,1,16,568,benign
110,https://gssrr.org/,0,0,0.255319149,0,0,8,50,0,0,0,8,14,322,benign
111,https://feike888.com/,2,0,0.010416667,1,0,24,192,0,0,0,3,15,420,benign
112,https://www.meranerland.org/,1,0,0.205555556,1,0,70,182,0,1,0,10,25,1463,benign
113,https://www.vrs.org.uk/,2,0,0.707317073,1,1,36,127,1,2,0,9,17,610,benign
114,https://fengshanzhaopin.com/,0,0,0.002531646,1,0,240,395,0,0,0,1,12,2187,benign
115,https://www.airindiaexpress.com/home,0,0,0,0,0,1,0,1,1,0,10,5,49,benign
116,https://jpshealthnet.org/,0,0,0.063157895,1,0,25,96,0,0,0,5,21,478,benign
117,https://zodiac.nl/,15,1,0.240601504,1,0,109,135,1,0,0,3,27,1357,benign
118,https://townline.org/,4,0,0.96,1,1,36,277,0,0,0,10,17,1094,benign
119,https://pub-191bddb2cc0f4bd7af6a1f33863748a1.r2.dev/fb-tb168.html,0,0,0,0,0,2,3,0,2,0,6,10,50,phishing
120,https://pttiming.com/,0,0,0,0,0,47,61,0,0,0,2,18,540,benign
121,https://zarctvo.ru/,0,0,0.822033898,1,0,59,118,0,0,0,3,20,755,benign
122,https://pro-pochi.com/smartphone/,0,0,0.141509434,1,1,42,107,1,0,0,4,13,512,benign
123,https://www.hedgehogdigital.co.uk/,0,0,0.427083333,0,0,26,96,0,2,0,10,19,570,benign
124,https://danhbaidoithuong.app/,4,0,0.478723404,1,1,59,96,1,0,0,13,20,1402,benign
125,https://www.culturainglesa.com.br//,0,0,0.625,1,1,58,144,1,2,0,9,20,1024,benign
126,https://faster-od.lightyun233.workers.dev/?sso_reload=1,0,0,0,0,0,0,0,0,2,0,5,12,32,phishing
127,https://ytluoshen.com/,1,0,0.011494253,0,0,21,174,0,0,0,2,13,392,benign
128,https://www.ezpacking.com/,14,1,0.071428571,1,0,44,196,1,1,0,9,19,1716,benign
129,https://home-107299.weeblysite.com/,0,0,0,0,0,0,0,0,1,0,0,5,56,phishing
130,https://attconnectiones.weebly.com/,0,0,0,1,0,2,4,0,1,0,2,32,161,phishing
131,https://www.babychan.jp/,0,0,0.961538462,0,0,15,53,0,1,0,3,16,388,benign
132,https://cuveecoffee.com/,0,0,0.1,1,0,28,50,2,0,0,7,15,494,benign
133,https://bafybeibwqwf3bjcjqw2bbyu6bfrt6xrd4k3jklmrsdji5lnocygybk2csq.ipfs.cf-ipfs.com/,0,0,0,0,0,3,0,1,2,0,1,9,52,phishing
134,https://www.daiber.de/de/,8,1,0,1,0,95,216,0,1,0,7,23,1092,benign
