,Unnamed: 0,url,domain_appearances,title_contains_domain,link_ratio,has_forms,form_landing,num_images,num_links,num_iframes,num_subdomain_level,has_sensitive_word,num_terms_in_title,max_dom_depth,dom_node_count,status
0,-1,http://t4fe54tgr.liveblog365.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
1,-1,https://sentinel-288bb.firebaseapp.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
2,-1,https://metasupport1000759136.firebaseapp.com/,-1,-1,-1,-1,-1,-1,-1,1,1,-1,1,-1,-1,phishing
3,-1,https://jflex.de/,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,benign
4,-1,https://ecatts.com/,1,1,1,-1,-1,1,-1,-1,-1,-1,1,1,-1,benign
5,-1,https://pub-2eb6772d921d4e96972adb8c21a73705.r2.dev/index.html,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
6,-1,https://new.express.adobe.com/webpage/7Axg1QimDlBdj,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
7,-1,https://quantiacs.com/,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,benign
8,-1,https://new.express.adobe.com/webpage/wQ65cuOm4psb9,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
9,-1,https://cloudflare-ipfs.com/ipfs/bafybeib5mhxj34mbgdk7n7ycprppr5fhgkfr7gjbsvegdeylkqubahjujq,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,phishing
10,-1,https://new.express.adobe.com/webpage/vUhQoqGZWmlx3,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
11,-1,https://yahoo-106211.weeblysite.com/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
12,-1,https://f0e64646.5b947268055fa71d8a766191.workers.dev/,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
13,-1,https://www.vmos.com/,1,1,1,-1,-1,1,-1,-1,1,-1,1,-1,-1,benign
14,-1,http://mail.fakeserhelpsreivew-facesonseriengoies-16836.io.vn/,-1,-1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
15,-1,https://westincp.web.app/,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,1,-1,phishing
16,-1,https://pub-9536cb32fa0a4eaa996b3cf4e2817c25.r2.dev/blv.html,-1,-1,-1,1,-1,-1,-1,1,1,-1,-1,1,-1,phishing
17,-1,https://macmillan.com/,1,1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,benign
18,-1,https://kaiweihua06.com/,-1,-1,-1,-1,-1,1,1,-1,-1,-1,1,-1,1,benign
19,-1,https://fjjlaf.com/,1,-1,-1,1,-1,1,1,-1,-1,-1,-1,1,1,benign
20,-1,https://www.preventconnect.org/,1,1,1,1,-1,-1,-1,-1,1,-1,1,1,1,benign
21,-1,https://cztcgdzz.com/,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,benign
22,-1,https://trococap.com/,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,benign
23,-1,https://wlxxzsc.com/,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,1,benign
24,-1,https://hcganggou.com/,-1,-1,-1,1,-1,1,1,-1,-1,-1,-1,-1,1,benign
25,-1,https://www.sarojhospital.com/css/ii/Post/post/Swiss_Post.Home-page/Seleccione_medio_de_pago.php,1,-1,1,-1,-1,1,1,1,1,-1,-1,1,1,phishing
26,-1,https://www.webnode.com/hr/,1,-1,1,-1,-1,1,1,1,1,-1,1,1,1,benign
27,-1,https://docs.google.com/presentation/d/e/2PACX-1vRvMFhl-w-MXSNqGx6WUc2HsnnJVmpjrv9NLydFmm3s8rdhsOfEVY-Pdy5Nd9Z46lDCRJqy1ZyrMVv_/pub?start=1&amp;loop=0&amp;delayms=1000,-1,1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,phishing
28,-1,https://www.sheltonstate.edu/,-1,-1,1,1,1,1,1,1,1,-1,-1,1,1,benign
29,-1,https://thedeepblueseamovie.com/,-1,-1,1,1,1,1,1,-1,-1,-1,1,1,1,benign
30,-1,https://www.theeword.co.uk/,1,1,-1,1,-1,1,-1,1,1,-1,1,-1,1,benign
